"year_season","date","gridID","start_time","time_segment","common_name","number","distance","HSF","remarks","scientific_name","dataType"
"2024 Winter","2024-Dec-17","F15","7:48","1","Indian Scimitar-Babbler",2,50,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","1","Yellow-browed Bulbul",2,10,"S","* On Ficus","Iole indica","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","1","Velvet-fronted Nuthatch",5,10,"S","* On Ficus","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","1","Orange Minivet",5,15,"S","* 3 female, 2 male; On Ficus","Pericrocotus flammeus","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","1","Red-whiskered Bulbul",3,30,"S","* On Ficus","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","1","Crimson-backed Sunbird",1,20,"S","* female; On Ficus","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","1","Large-billed Crow",2,20,"H","","Corvus macrorhynchos","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","1","Red-whiskered Bulbul",2,15,"S","At Ficus","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","2","White-cheeked Barbet",1,15,"S","At Ficus","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","2","Purple Sunbird",1,15,"S","Eclipse male","Cinnyris asiaticus","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","2","Malabar Whistling-Thrush",1,30,"H","","Myophonus horsfieldii","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","2","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","2","Nilgiri Flowerpecker",1,10,"S","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","F15","7:48","2","Greenish Warbler",1,10,"H","","Phylloscopus trochiloides","point_count"
"2024 Winter","2024-Dec-17","E15","8:01","1","Large-billed Crow",1,50,"H","","Corvus macrorhynchos","point_count"
"2024 Winter","2024-Dec-17","E15","8:01","1","Red-whiskered Bulbul",1,30,"H","","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-17","E15","8:01","1","Yellow-browed Bulbul",2,30,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","E15","8:01","1","Greenish Warbler",1,20,"H","","Phylloscopus trochiloides","point_count"
"2024 Winter","2024-Dec-17","E15","8:01","1","Vernal Hanging-Parrot",2,30,"F","UC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","E15","8:01","2","Asian Fairy-bluebird",1,50,"H","","Irena puella","point_count"
"2024 Winter","2024-Dec-17","E15","8:01","2","Red-whiskered Bulbul",2,30,"H","","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-17","D15","8:18","1","Greenish Warbler",1,10,"H","","Phylloscopus trochiloides","point_count"
"2024 Winter","2024-Dec-17","D15","8:18","1","Nilgiri Flowerpecker",2,10,"S","At Loranthus","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","D15","8:18","1","Large-billed Crow",1,50,"F","OC","Corvus macrorhynchos","point_count"
"2024 Winter","2024-Dec-17","D15","8:18","1","White-cheeked Barbet",1,30,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","D15","8:18","1","Crimson-backed Sunbird",1,10,"S","Male at Loranthus","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","D15","8:18","1","Red-whiskered Bulbul",2,30,"H","","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-17","D15","8:18","2","Orange Minivet",3,30,"S","1 male, 2 female","Pericrocotus flammeus","point_count"
"2024 Winter","2024-Dec-17","D15","8:18","2","White-cheeked Barbet",1,30,"S","At Spathodea campanulata","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","D15","8:18","2","Yellow-browed Bulbul",2,30,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","E14","8:32","1","Crimson-backed Sunbird",2,20,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","E14","8:32","1","Common Tailorbird",1,30,"H","","Orthotomus sutorius","point_count"
"2024 Winter","2024-Dec-17","E14","8:32","1","Greenish Warbler",1,20,"H","","Phylloscopus trochiloides","point_count"
"2024 Winter","2024-Dec-17","E14","8:32","1","Indian Scimitar-Babbler",2,30,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Winter","2024-Dec-17","E14","8:32","1","Vernal Hanging-Parrot",1,30,"H","","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","E14","8:32","2","White-cheeked Barbet",2,30,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","1","Yellow-browed Bulbul",2,30,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","1","Nilgiri Flowerpecker",1,20,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","1","Red-whiskered Bulbul",2,30,"H","","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","1","Large-billed Crow",1,50,"H","","Corvus macrorhynchos","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","1","Purple Sunbird",1,10,"S","Female","Cinnyris asiaticus","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","1","Southern Hill Myna",1,30,"H","","Gracula indica","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","2","Plum-headed Parakeet",1,30,"H","","Psittacula cyanocephala","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","2","Vernal Hanging-Parrot",1,30,"H","","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","2","Crimson-backed Sunbird",1,10,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","2","Greenish Warbler",1,20,"H","","Phylloscopus trochiloides","point_count"
"2024 Winter","2024-Dec-17","F14","8:47","2","Golden-fronted Leafbird",1,30,"H","","Chloropsis aurifrons","point_count"
"2024 Winter","2024-Dec-17","G14","9:02","1","Malabar Barbet",1,30,"H","","Psilopogon malabaricus","point_count"
"2024 Winter","2024-Dec-17","G14","9:02","1","Yellow-browed Bulbul",5,30,"S","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","G14","9:02","1","Square-tailed Bulbul",2,50,"H","","Hypsipetes ganeesa","point_count"
"2024 Winter","2024-Dec-17","G14","9:02","1","Yellow-browed Bulbul",3,20,"S","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","G14","9:02","1","Indian Scimitar-Babbler",2,50,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Winter","2024-Dec-17","G14","9:02","1","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","G14","9:02","1","Red-whiskered Bulbul",1,30,"H","","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-17","G14","9:02","2","Vernal Hanging-Parrot",1,10,"F","UC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","G14","9:02","2","Nilgiri Flowerpecker",1,10,"S","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","H14","9:17","1","White-cheeked Barbet",1,30,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","H14","9:17","1","Southern Hill Myna",1,50,"H","","Gracula indica","point_count"
"2024 Winter","2024-Dec-17","H14","9:17","1","Large-billed Crow",1,50,"H","","Corvus macrorhynchos","point_count"
"2024 Winter","2024-Dec-17","H14","9:17","1","Yellow-browed Bulbul",2,30,"S","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","H14","9:17","1","Nilgiri Flowerpecker",1,10,"S","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","H14","9:17","2","Square-tailed Bulbul",2,5,"S","","Hypsipetes ganeesa","point_count"
"2024 Winter","2024-Dec-17","I15","6:40","1","Yellow-browed Bulbul",2,20,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","I15","6:40","1","Greenish Warbler",1,10,"H","","Phylloscopus trochiloides","point_count"
"2024 Winter","2024-Dec-17","I15","6:40","1","Vernal Hanging-Parrot",4,5,"S","","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","I15","6:40","1","Large-billed Crow",1,30,"H","","Corvus macrorhynchos","point_count"
"2024 Winter","2024-Dec-17","I15","6:42","1","Crimson-backed Sunbird",1,20,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","I15","6:45","2","Malabar Woodshrike",1,30,"H","","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-17","I15","6:47","2","Indian Scimitar-Babbler",1,30,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Winter","2024-Dec-17","I15","6:48","2","Nilgiri Flowerpecker",1,5,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","I15","6:49","2","Vernal Hanging-Parrot",1,10,"F","UC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","I14","6:54","1","Asian Fairy-bluebird",2,30,"H","","Irena puella","point_count"
"2024 Winter","2024-Dec-17","I14","6:54","1","Indian Scimitar-Babbler",1,50,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Winter","2024-Dec-17","I14","6:54","1","Yellow-browed Bulbul",4,20,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","I14","6:55","1","Crimson-backed Sunbird",1,15,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","I14","6:56","1","Orange Minivet",2,30,"H","","Pericrocotus flammeus","point_count"
"2024 Winter","2024-Dec-17","I14","6:56","1","White-cheeked Barbet",2,50,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","I14","6:56","1","Purple Sunbird",1,15,"H","","Cinnyris asiaticus","point_count"
"2024 Winter","2024-Dec-17","I14","6:59","2","Greenish Warbler",1,20,"H","","Phylloscopus trochiloides","point_count"
"2024 Winter","2024-Dec-17","I14","7:01","2","Square-tailed Bulbul",2,50,"H","","Hypsipetes ganeesa","point_count"
"2024 Winter","2024-Dec-17","I14","7:01","2","Indian White-eye",2,10,"H","","Zosterops palpebrosus","point_count"
"2024 Winter","2024-Dec-17","I14","7:01","2","Vernal Hanging-Parrot",1,30,"H","X","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","J15","7:10","1","Square-tailed Bulbul",1,30,"H","","Hypsipetes ganeesa","point_count"
"2024 Winter","2024-Dec-17","J15","7:10","1","Vernal Hanging-Parrot",1,20,"F","OC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","J15","7:10","1","Southern Hill Myna",2,30,"H","","Gracula indica","point_count"
"2024 Winter","2024-Dec-17","J15","7:10","1","Malabar Woodshrike",1,30,"H","","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-17","J15","7:10","1","Large-billed Leaf Warbler",1,10,"H","","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-17","J15","7:11","1","Indian Yellow Tit",1,20,"H","","Machlolophus aplonotus","point_count"
"2024 Winter","2024-Dec-17","J15","7:11","1","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","J15","7:13","1","Nilgiri Flowerpecker",1,20,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","J15","7:14","1","Brown-cheeked Fulvetta",1,30,"H","","Alcippe poioicephala","point_count"
"2024 Winter","2024-Dec-17","J15","7:14","1","Indian Peafowl",1,50,"H","","Pavo cristatus","point_count"
"2024 Winter","2024-Dec-17","J15","7:16","2","Vernal Hanging-Parrot",1,15,"H","","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","J14","7:24","1","Greenish Warbler",1,30,"H","","Phylloscopus trochiloides","point_count"
"2024 Winter","2024-Dec-17","J14","7:24","1","Vernal Hanging-Parrot",2,20,"F","UC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","J14","7:24","1","Indian White-eye",1,10,"H","GP","Zosterops palpebrosus","point_count"
"2024 Winter","2024-Dec-17","J14","7:29","1","Crimson-backed Sunbird",1,5,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","J14","7:31","2","Nilgiri Flowerpecker",1,15,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","J14","7:33","2","Yellow-browed Bulbul",2,15,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","J14","7:33","2","Indian Scimitar-Babbler",1,50,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Winter","2024-Dec-17","J14","7:33","2","Square-tailed Bulbul",1,30,"H","","Hypsipetes ganeesa","point_count"
"2024 Winter","2024-Dec-17","J14","7:34","2","Purple Sunbird",1,20,"H","","Cinnyris asiaticus","point_count"
"2024 Winter","2024-Dec-17","K15","7:40","1","Crimson-backed Sunbird",1,15,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","K15","7:40","1","Square-tailed Bulbul",1,30,"H","","Hypsipetes ganeesa","point_count"
"2024 Winter","2024-Dec-17","K15","7:40","1","Red-whiskered Bulbul",2,20,"H","","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-17","K15","7:40","1","Golden-fronted Leafbird",1,20,"H","","Chloropsis aurifrons","point_count"
"2024 Winter","2024-Dec-17","K15","7:40","1","Crimson-backed Sunbird",1,30,"H","diff","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","K15","7:41","1","Indian White-eye",1,15,"H","","Zosterops palpebrosus","point_count"
"2024 Winter","2024-Dec-17","K15","7:41","1","Square-tailed Bulbul",1,30,"H","diff","Hypsipetes ganeesa","point_count"
"2024 Winter","2024-Dec-17","K15","7:42","1","Nilgiri Flowerpecker",1,5,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","K15","7:42","1","Square-tailed Bulbul",1,10,"S","","Hypsipetes ganeesa","point_count"
"2024 Winter","2024-Dec-17","K15","7:43","1","Greater Racket-tailed Drongo",1,30,"H","","Dicrurus paradiseus","point_count"
"2024 Winter","2024-Dec-17","K15","7:44","1","Southern Hill Myna",1,30,"H","","Gracula indica","point_count"
"2024 Winter","2024-Dec-17","K15","7:44","1","Orange Minivet",3,30,"S","","Pericrocotus flammeus","point_count"
"2024 Winter","2024-Dec-17","K15","7:46","2","Vernal Hanging-Parrot",2,20,"F","OC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","K15","7:46","2","Crimson-backed Sunbird",1,30,"H","diff","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","L15","7:56","1","Malabar Woodshrike",2,0,"S","*","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-17","L15","7:56","1","Crimson-backed Sunbird",2,5,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","L15","7:56","1","Crimson-backed Sunbird",2,20,"H","diff","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","L15","7:56","1","Large-billed Leaf Warbler",1,20,"H","","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-17","L15","7:56","1","Square-tailed Bulbul",1,30,"H","","Hypsipetes ganeesa","point_count"
"2024 Winter","2024-Dec-17","L15","7:57","1","Orange Minivet",4,0,"S","*","Pericrocotus flammeus","point_count"
"2024 Winter","2024-Dec-17","L15","7:57","1","Indian White-eye",3,5,"S","","Zosterops palpebrosus","point_count"
"2024 Winter","2024-Dec-17","L15","7:57","1","Crimson-backed Sunbird",2,15,"H","diff","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","L15","7:59","1","Southern Hill Myna",1,30,"H","","Gracula indica","point_count"
"2024 Winter","2024-Dec-17","L15","7:59","1","Brown-cheeked Fulvetta",1,20,"H","","Alcippe poioicephala","point_count"
"2024 Winter","2024-Dec-17","L15","8:04","2","Little Spiderhunter",1,5,"H","","Arachnothera longirostra","point_count"
"2024 Winter","2024-Dec-17","L15","8:04","2","Malabar Flameback",1,20,"H","*","Chrysocolaptes socialis","point_count"
"2024 Winter","2024-Dec-17","L15","8:04","2","Yellow-browed Bulbul",2,20,"H","X","Iole indica","point_count"
"2024 Winter","2024-Dec-17","M15","8:11","1","Greater Racket-tailed Drongo",1,15,"H","","Dicrurus paradiseus","point_count"
"2024 Winter","2024-Dec-17","M15","8:11","1","Vernal Hanging-Parrot",2,5,"F","OC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","M15","8:11","1","Large-billed Leaf Warbler",1,5,"H","","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-17","M15","8:11","1","Square-tailed Bulbul",1,20,"H","","Hypsipetes ganeesa","point_count"
"2024 Winter","2024-Dec-17","M15","8:11","1","Yellow-browed Bulbul",4,15,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","M15","8:11","1","Nilgiri Flowerpecker",1,10,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","M15","8:11","1","Little Spiderhunter",1,5,"H","","Arachnothera longirostra","point_count"
"2024 Winter","2024-Dec-17","M15","8:11","1","Indian Yellow Tit",1,10,"H","","Machlolophus aplonotus","point_count"
"2024 Winter","2024-Dec-17","M15","8:14","1","Asian Fairy-bluebird",1,15,"H","","Irena puella","point_count"
"2024 Winter","2024-Dec-17","M15","8:14","1","Asian Fairy-bluebird",1,20,"H","diff","Irena puella","point_count"
"2024 Winter","2024-Dec-17","M15","8:14","1","Crimson-backed Sunbird",1,15,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","M15","8:14","1","Velvet-fronted Nuthatch",1,20,"H","","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-17","M15","8:16","2","White-cheeked Barbet",1,30,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","M15","8:16","2","Malabar Woodshrike",1,20,"H","","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-17","M15","8:16","2","Crimson-backed Sunbird",1,0,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","M15","8:16","2","Crimson-backed Sunbird",1,10,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","M15","8:16","2","Velvet-fronted Nuthatch",1,15,"H","","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Little Spiderhunter",1,5,"H","E","Arachnothera longirostra","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Yellow-browed Bulbul",2,0,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Velvet-fronted Nuthatch",2,5,"H","","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Vernal Hanging-Parrot",1,0,"F","OC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","White-cheeked Barbet",1,30,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Large-billed Leaf Warbler",1,10,"H","","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Crimson-backed Sunbird",1,0,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Greater Racket-tailed Drongo",1,20,"H","*","Dicrurus paradiseus","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Malabar Woodshrike",1,0,"H","*","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Malabar Woodshrike",1,10,"H","*","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Brown-cheeked Fulvetta",1,20,"H","","Alcippe poioicephala","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","1","Large-billed Leaf Warbler",1,15,"H","","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","2","Small Minivet",2,0,"H","*","Pericrocotus cinnamomeus","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","2","Orange Minivet",1,10,"S","*","Pericrocotus flammeus","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","2","Velvet-fronted Nuthatch",1,0,"H","*","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","2","Golden-fronted Leafbird",1,15,"S","*","Chloropsis aurifrons","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","2","Crimson-backed Sunbird",1,0,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","N15","8:29","2","Large-billed Leaf Warbler",1,30,"H","X","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","1","Large-billed Leaf Warbler",1,30,"H","E","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","1","Vernal Hanging-Parrot",1,5,"F","OC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","1","Crimson-backed Sunbird",1,5,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","1","Velvet-fronted Nuthatch",2,30,"H","","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","1","Orange Minivet",2,10,"H","","Pericrocotus flammeus","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","1","Nilgiri Flowerpecker",1,5,"S","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","1","Indian White-eye",1,5,"H","","Zosterops palpebrosus","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","1","Malabar Woodshrike",1,20,"H","","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","1","Small Minivet",1,10,"H","","Pericrocotus cinnamomeus","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","1","Nilgiri Flowerpecker",1,5,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","2","Brown-cheeked Fulvetta",1,30,"H","","Alcippe poioicephala","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","2","Yellow-browed Bulbul",1,20,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","N14","8:45","2","Little Spiderhunter",1,20,"H","singing","Arachnothera longirostra","point_count"
"2024 Winter","2024-Dec-17","N13","9:00","1","Large-billed Leaf Warbler",1,30,"H","","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-17","N13","9:00","1","Puff-throated Babbler",2,30,"H","","Pellorneum ruficeps","point_count"
"2024 Winter","2024-Dec-17","N13","9:00","1","Red-whiskered Bulbul",1,30,"H","","Pycnonotus jocosus","point_count"
"2024 Winter","2024-Dec-17","N13","9:00","1","Velvet-fronted Nuthatch",1,30,"H","","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-17","N13","9:00","1","Crimson-backed Sunbird",3,0,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","N13","9:00","1","Nilgiri Flowerpecker",2,0,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","N13","9:00","1","Velvet-fronted Nuthatch",1,10,"H","","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-17","N13","9:00","1","Indian Scimitar-Babbler",1,50,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Winter","2024-Dec-17","N13","9:00","2","White-cheeked Barbet",1,50,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","N13","9:00","2","Asian Fairy-bluebird",1,15,"H","","Irena puella","point_count"
"2024 Winter","2024-Dec-17","N13","9:08","2","Malabar Trogon",1,30,"H","","Harpactes fasciatus","point_count"
"2024 Winter","2024-Dec-17","N13","9:08","2","Vernal Hanging-Parrot",1,10,"F","OC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","N13","9:08","2","Malabar Barbet",1,30,"H","","Psilopogon malabaricus","point_count"
"2024 Winter","2024-Dec-17","N13","9:08","2","Yellow-browed Bulbul",1,20,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","N13","9:08","2","White-cheeked Barbet",1,30,"H","","Psilopogon viridis","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","1","Yellow-browed Bulbul",2,0,"H","*","Iole indica","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","1","Puff-throated Babbler",1,5,"H","*","Pellorneum ruficeps","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","1","Large-billed Leaf Warbler",1,5,"H","","Phylloscopus magnirostris","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","1","Indian White-eye",2,5,"H","","Zosterops palpebrosus","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","1","Large-billed Crow",1,30,"H","","Corvus macrorhynchos","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","1","Malabar Woodshrike",3,20,"H","*","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","1","Brown-cheeked Fulvetta",1,15,"H","*","Alcippe poioicephala","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","1","Malabar Whistling-Thrush",1,0,"S","*","Myophonus horsfieldii","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","1","Asian Fairy-bluebird",2,10,"H","*","Irena puella","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","2","Crimson-backed Sunbird",2,0,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","2","Vernal Hanging-Parrot",2,0,"F","UC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","2","White-bellied Treepie",2,5,"H","","Dendrocitta leucogastra","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","2","Velvet-fronted Nuthatch",1,15,"H","","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","2","Greenish Warbler",2,5,"H","","Phylloscopus trochiloides","point_count"
"2024 Winter","2024-Dec-17","N12","9:18","2","Greater Racket-tailed Drongo",1,30,"H","","Dicrurus paradiseus","point_count"
"2024 Winter","2024-Dec-17","M14","9:52","1","Malabar Barbet",1,20,"H","","Psilopogon malabaricus","point_count"
"2024 Winter","2024-Dec-17","M14","9:52","1","Crimson-backed Sunbird",2,10,"H","","Leptocoma minima","point_count"
"2024 Winter","2024-Dec-17","M14","9:52","1","Nilgiri Flowerpecker",2,10,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","M14","9:52","1","Orange Minivet",2,30,"H","*","Pericrocotus flammeus","point_count"
"2024 Winter","2024-Dec-17","M14","9:52","1","Velvet-fronted Nuthatch",2,20,"H","*","Sitta frontalis","point_count"
"2024 Winter","2024-Dec-17","M14","9:52","2","Yellow-browed Bulbul",1,30,"H","","Iole indica","point_count"
"2024 Winter","2024-Dec-17","M14","9:52","2","Brown-capped Pygmy Woodpecker",1,15,"H","","Yungipicus nanus","point_count"
"2024 Winter","2024-Dec-17","M14","9:52","2","Little Spiderhunter",1,10,"H","","Arachnothera longirostra","point_count"
"2024 Winter","2024-Dec-17","M14","9:52","2","Malabar Barbet",1,20,"H","","Psilopogon malabaricus","point_count"
"2024 Winter","2024-Dec-17","M14","9:52","2","Malabar Woodshrike",1,10,"H","* likely in mixed flock","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-17","I17","6:40","1","Vernal Hanging-Parrot",1,5,"F","OC","Loriculus vernalis","point_count"
"2024 Winter","2024-Dec-17","I17","6:40","1","Nilgiri Flowerpecker",1,0,"H","","Dicaeum concolor","point_count"
"2024 Winter","2024-Dec-17","I17","6:40","1","Indian Scimitar-Babbler",1,50,"H","","Pomatorhinus horsfieldii","point_count"
"2024 Winter","2024-Dec-17","I17","6:43","1","Malabar Woodshrike",1,50,"H","","Tephrodornis sylvicola","point_count"
"2024 Winter","2024-Dec-17","I17","6:43","1","Malabar Barbet",1,50,"H","","Psilopogon malabaricus","point_count"
"2024 Winter","2024-Dec-17","I17","6:43","1","Nilgiri Flowerpecker",1,10,"H","","Dicaeum concolor","point_count"
